,Datetime,Value,Anomaly VB,Anomaly LOF,Anomaly IF,Date
302,2013-12-08 11:15:00,79.51204148,0,0,0,2013-12-08
303,2013-12-08 11:30:00,77.18563586,0,1,0,2013-12-08
304,2013-12-08 12:35:00,73.94872215,0,0,0,2013-12-08
305,2013-12-08 13:15:00,73.2552912,0,0,0,2013-12-08
306,2013-12-08 13:30:00,71.83946091,0,0,0,2013-12-08
307,2013-12-08 13:55:00,71.68072827,0,0,0,2013-12-08
308,2013-12-08 14:05:00,73.4697613,0,0,0,2013-12-08
309,2013-12-08 14:15:00,71.97069123,0,0,0,2013-12-08
310,2013-12-08 15:45:00,71.55525438,0,0,0,2013-12-08
311,2013-12-08 16:15:00,69.63853502,0,0,0,2013-12-08
312,2013-12-08 17:15:00,69.1647455,0,0,0,2013-12-08
313,2013-12-08 17:35:00,74.07421781,0,0,0,2013-12-08
314,2013-12-08 18:15:00,72.14391084,0,0,0,2013-12-08
315,2013-12-08 18:45:00,71.31850665,0,0,0,2013-12-08
316,2013-12-08 19:10:00,70.50017495,0,0,0,2013-12-08
317,2013-12-08 19:15:00,68.89547154,0,0,0,2013-12-08
318,2013-12-08 19:45:00,67.71339278,0,0,0,2013-12-08
319,2013-12-08 19:55:00,67.01513311,0,0,0,2013-12-08
320,2013-12-08 20:00:00,68.4155808,0,0,0,2013-12-08
321,2013-12-08 20:30:00,65.35053472,0,0,0,2013-12-08
322,2013-12-08 20:45:00,64.09396412,1,0,0,2013-12-08
323,2013-12-08 21:20:00,63.89784787,1,0,0,2013-12-08
324,2013-12-08 21:25:00,63.75194642,1,0,0,2013-12-08
325,2013-12-08 21:30:00,64.76514892,1,0,1,2013-12-08
326,2013-12-08 21:35:00,64.46942496,1,0,0,2013-12-08
327,2013-12-08 22:05:00,66.5135166,0,0,0,2013-12-08
328,2013-12-08 22:10:00,66.32794279,0,0,0,2013-12-08
329,2013-12-08 22:30:00,66.47994568,0,0,0,2013-12-08
330,2013-12-08 22:50:00,66.68194387,0,0,0,2013-12-08
331,2013-12-08 22:55:00,67.62038922,0,0,0,2013-12-08
332,2013-12-09 00:20:00,68.50350068,0,0,0,2013-12-09
333,2013-12-09 00:35:00,74.65543079999998,0,0,0,2013-12-09
334,2013-12-09 02:15:00,81.84171017,0,0,0,2013-12-09
335,2013-12-09 03:40:00,83.6346136,0,0,0,2013-12-09
336,2013-12-09 03:50:00,84.93906472,0,0,0,2013-12-09
337,2013-12-09 03:55:00,84.88098134,0,0,0,2013-12-09
338,2013-12-09 04:15:00,84.46556668,0,0,0,2013-12-09
339,2013-12-09 04:30:00,82.15302074,0,0,0,2013-12-09
340,2013-12-09 04:45:00,82.191331,0,0,0,2013-12-09
341,2013-12-09 05:05:00,78.50611967,0,1,0,2013-12-09
342,2013-12-09 05:30:00,77.36414624,0,1,0,2013-12-09
343,2013-12-09 06:25:00,74.88006274,0,0,0,2013-12-09
344,2013-12-09 07:10:00,72.23206149,0,0,0,2013-12-09
345,2013-12-09 08:25:00,71.16705142,0,0,0,2013-12-09
346,2013-12-09 08:45:00,70.67144605,0,0,0,2013-12-09
347,2013-12-09 09:00:00,74.77095069,0,0,0,2013-12-09
348,2013-12-09 09:05:00,76.36674867,0,0,0,2013-12-09
349,2013-12-09 09:20:00,77.19132673,0,1,0,2013-12-09
350,2013-12-09 09:55:00,74.60533725,0,0,0,2013-12-09
351,2013-12-09 10:40:00,72.23884548,0,0,0,2013-12-09
352,2013-12-09 10:50:00,72.40754394,0,0,0,2013-12-09
353,2013-12-09 11:40:00,69.35462938,0,0,0,2013-12-09
354,2013-12-09 12:00:00,66.81005079999998,0,0,0,2013-12-09
355,2013-12-09 12:30:00,68.64201544,0,0,0,2013-12-09
356,2013-12-09 14:55:00,71.04442192,0,0,0,2013-12-09
357,2013-12-09 15:10:00,68.58258142,0,0,0,2013-12-09
358,2013-12-09 16:45:00,66.37210922,0,0,0,2013-12-09
359,2013-12-09 17:15:00,64.47453309,1,0,0,2013-12-09
360,2013-12-09 18:05:00,63.45775429,1,0,0,2013-12-09
361,2013-12-09 18:20:00,62.91648858,1,0,1,2013-12-09
362,2013-12-09 19:25:00,61.40587144,1,0,0,2013-12-09
363,2013-12-09 20:05:00,59.34736561,1,0,1,2013-12-09
364,2013-12-09 20:10:00,60.74294508,1,0,1,2013-12-09
365,2013-12-09 20:15:00,58.55879836,1,0,1,2013-12-09
366,2013-12-09 20:35:00,58.86526295,1,0,1,2013-12-09
367,2013-12-09 20:55:00,57.97016230000001,1,0,1,2013-12-09
368,2013-12-09 21:35:00,74.42274033,0,0,0,2013-12-09
369,2013-12-09 22:05:00,78.00381459,0,1,0,2013-12-09
370,2013-12-09 22:15:00,77.09296003,0,1,0,2013-12-09
371,2013-12-09 22:45:00,80.01628199999998,0,0,0,2013-12-09
372,2013-12-09 23:20:00,79.19811193,0,0,0,2013-12-09
373,2013-12-09 23:30:00,78.71434107,0,1,0,2013-12-09
374,2013-12-10 00:20:00,75.34787891,0,0,0,2013-12-10
375,2013-12-10 01:00:00,71.23972089,0,0,0,2013-12-10
376,2013-12-10 01:20:00,66.92393785,0,0,0,2013-12-10
377,2013-12-10 01:25:00,66.52442921,0,0,0,2013-12-10
378,2013-12-10 02:05:00,62.06531427,1,0,1,2013-12-10
379,2013-12-10 02:10:00,62.56746,1,0,1,2013-12-10
380,2013-12-10 02:55:00,60.51263728,1,0,1,2013-12-10
381,2013-12-10 03:00:00,61.69379862,1,0,0,2013-12-10
382,2013-12-10 03:25:00,59.71199822,1,0,1,2013-12-10
383,2013-12-10 05:00:00,57.15975259,1,0,1,2013-12-10
384,2013-12-10 05:10:00,57.77320899,1,0,1,2013-12-10
385,2013-12-10 05:15:00,57.83848952,1,0,1,2013-12-10
386,2013-12-10 05:30:00,57.610312,1,0,1,2013-12-10
387,2013-12-10 05:40:00,56.37814179,1,0,1,2013-12-10
388,2013-12-10 05:50:00,57.21032115,1,0,1,2013-12-10
389,2013-12-10 06:30:00,54.11372732,1,0,1,2013-12-10
390,2013-12-10 07:00:00,53.89180944,1,0,1,2013-12-10
391,2013-12-10 07:15:00,54.43037047,1,0,1,2013-12-10
392,2013-12-10 07:35:00,53.21926838,1,0,1,2013-12-10
393,2013-12-10 07:40:00,52.44991954,1,0,1,2013-12-10
394,2013-12-10 08:00:00,51.85404217,1,0,1,2013-12-10
395,2013-12-10 08:25:00,50.68415185,1,1,1,2013-12-10
396,2013-12-10 08:35:00,51.09138109,1,0,1,2013-12-10
397,2013-12-10 08:40:00,50.16161341,1,1,1,2013-12-10
398,2013-12-10 09:55:00,48.90238468,1,1,1,2013-12-10
399,2013-12-10 10:10:00,49.08672459,1,1,1,2013-12-10
400,2013-12-10 10:20:00,48.99979912,1,1,1,2013-12-10
401,2013-12-10 10:25:00,49.33466939,1,1,1,2013-12-10
402,2013-12-10 10:40:00,49.2447705,1,1,1,2013-12-10
403,2013-12-10 11:05:00,49.21118333,1,1,1,2013-12-10
404,2013-12-10 11:35:00,49.85036764,1,1,1,2013-12-10
405,2013-12-10 11:40:00,50.04796176,1,1,1,2013-12-10
406,2013-12-10 12:10:00,49.54424707,1,1,1,2013-12-10
407,2013-12-10 12:30:00,50.65270237,1,1,1,2013-12-10
